Date,State,Total
2023-04-02,Kentucky,167107227.16666666
2023-04-09,Kentucky,170863217.93333334
2023-04-16,Kentucky,174619208.7
2023-04-23,Kentucky,175063638.79999998
2023-04-30,Kentucky,177480411.4
2023-05-07,Kentucky,166072329.25
2023-05-14,Kentucky,167895121.6
2023-05-21,Kentucky,169717913.95
2023-05-28,Kentucky,171540706.3
2023-06-04,Kentucky,173363498.65
2023-06-11,Kentucky,175186291.0
2023-06-18,Kentucky,177009083.35
2023-06-25,Kentucky,178831875.7
2023-07-02,Kentucky,180654668.05
2023-07-09,Kentucky,182477460.4
2023-07-16,Kentucky,175715871.1
2023-07-23,Kentucky,168954281.8
2023-07-30,Kentucky,162192692.5
2023-08-06,Kentucky,155431103.2
2023-08-13,Kentucky,159096904.78
2023-08-20,Kentucky,162762706.35999998
2023-08-27,Kentucky,166428507.94
2023-09-03,Kentucky,170094309.51999998
2023-09-10,Kentucky,173760111.1
2023-09-17,Kentucky,173590891.03333333
2023-09-24,Kentucky,173421670.96666667
2023-10-01,Kentucky,173252450.9
2023-10-08,Kentucky,173083230.83333334
2023-10-15,Kentucky,172914010.76666668
2023-10-22,Kentucky,172744790.7
2023-10-29,Kentucky,172575570.63333333
2023-11-05,Kentucky,172406350.56666666
2023-11-12,Kentucky,172237130.5
2023-11-19,Kentucky,172067910.43333334
2023-11-26,Kentucky,171898690.36666667
2023-12-03,Kentucky,171729470.3
2019-01-13,Louisiana,94697654.89999999
2019-01-20,Louisiana,95079088.85555555
2019-01-27,Louisiana,95460522.81111111
2019-02-03,Louisiana,95841956.76666667
2019-02-10,Louisiana,96223390.72222222
2019-02-17,Louisiana,96604824.67777777
2019-02-24,Louisiana,96986258.63333333
2019-03-03,Louisiana,97367692.58888888
2019-03-10,Louisiana,97749126.54444444
2019-03-17,Louisiana,98130560.5
2019-03-24,Louisiana,99113590.81538461
2019-03-31,Louisiana,100096621.13076922
2019-04-07,Louisiana,101079651.44615385
2019-04-14,Louisiana,102062681.76153846
2019-04-21,Louisiana,103045712.07692307
2019-04-28,Louisiana,104028742.39230768
2019-05-05,Louisiana,105011772.70769231
2019-05-12,Louisiana,105994803.02307692
2019-05-19,Louisiana,106977833.33846153
2019-05-26,Louisiana,107960863.65384614
2019-06-02,Louisiana,108943893.96923077
2019-06-09,Louisiana,109926924.28461538
2019-06-16,Louisiana,110909954.6
2019-06-23,Louisiana,109333229.68888888
2019-06-30,Louisiana,107756504.77777778
2019-07-07,Louisiana,106179779.86666666
2019-07-14,Louisiana,104603054.95555554
2019-07-21,Louisiana,103026330.04444444
2019-07-28,Louisiana,101449605.13333333
2019-08-04,Louisiana,99872880.22222221
2019-08-11,Louisiana,98296155.31111111
2019-08-18,Louisiana,96719430.39999999
2019-08-25,Louisiana,97657447.75625
2019-09-01,Louisiana,98595465.1125
2019-09-08,Louisiana,99533482.46875
2019-09-15,Louisiana,100471499.82499999
2019-09-22,Louisiana,101409517.18124999
2019-09-29,Louisiana,102347534.5375
2019-10-06,Louisiana,103285551.89375
2019-10-13,Louisiana,104223569.25
2019-10-20,Louisiana,100499698.5
2019-10-27,Louisiana,94643763.7
2019-11-03,Louisiana,95470455.60000001
2019-11-10,Louisiana,96297147.5
2019-11-17,Louisiana,97123839.4
2019-11-24,Louisiana,98028446.1
2019-12-01,Louisiana,97672036.76666667
2019-12-08,Louisiana,97315627.43333334
2019-12-15,Louisiana,96959218.10000001
2019-12-22,Louisiana,100853710.19999999
2019-12-29,Louisiana,90497588.9
2020-01-05,Louisiana,100284981.89999999
2020-01-12,Louisiana,104994962.30000001
2020-01-19,Louisiana,93011763.9
2020-01-26,Louisiana,88883700.1
2020-02-02,Louisiana,93133150.60000001
2020-02-09,Louisiana,109735019.4
2020-02-16,Louisiana,94246834.10000001
2020-02-23,Louisiana,92767324.9
2020-03-01,Louisiana,101308884.15
2020-03-08,Louisiana,109850443.4
2020-03-15,Louisiana,121196144.8
2020-03-22,Louisiana,111529226.7
2020-03-29,Louisiana,97224311.9
2020-04-05,Louisiana,107259417.5
2020-04-12,Louisiana,117294523.10000001
2020-04-19,Louisiana,102183590.7
2020-04-26,Louisiana,102360001.9
2020-05-03,Louisiana,89999954.0
2020-05-10,Louisiana,111523348.75
2020-05-17,Louisiana,109640845.5
2020-05-24,Louisiana,114631357.1
2020-05-31,Louisiana,109870800.8
2020-06-07,Louisiana,111062898.8
2020-06-14,Louisiana,112254996.8
2020-06-21,Louisiana,115258587.7
2020-06-28,Louisiana,107808977.9
2020-07-05,Louisiana,112675398.15
2020-07-12,Louisiana,117541818.39999999
2020-07-19,Louisiana,107757841.2
2020-07-26,Louisiana,105961502.30000001
2020-08-02,Louisiana,105120664.55000001
2020-08-09,Louisiana,104279826.8
2020-08-16,Louisiana,112088716.19999999
2020-08-23,Louisiana,117579800.7
2020-08-30,Louisiana,113353058.60000001
2020-09-06,Louisiana,94376732.6
2020-09-13,Louisiana,117981705.95
2020-09-20,Louisiana,110526069.0
2020-09-27,Louisiana,106003069.39999999
2020-10-04,Louisiana,108428710.19999999
2020-10-11,Louisiana,110854351.0
2020-10-18,Louisiana,104986483.7
2020-10-25,Louisiana,103272851.6
2020-11-01,Louisiana,105093842.56666666
2020-11-08,Louisiana,106914833.53333333
2020-11-15,Louisiana,108735824.5
2020-11-22,Louisiana,107565397.8
2020-11-29,Louisiana,99539467.39999999
2020-12-06,Louisiana,99036797.2
2020-12-13,Louisiana,111763116.5
2020-12-20,Louisiana,103692117.8
2020-12-27,Louisiana,96683773.4
2021-01-03,Louisiana,108595127.0
2021-01-10,Louisiana,120506480.6
2021-01-17,Louisiana,99444705.4
2021-01-24,Louisiana,95771376.7
2021-01-31,Louisiana,96830454.2
2021-02-07,Louisiana,115298734.6
2021-02-14,Louisiana,101323999.2
2021-02-21,Louisiana,93576881.8
2021-02-28,Louisiana,105990169.3
2021-03-07,Louisiana,96612059.0
2021-03-14,Louisiana,151260703.64999998
2021-03-21,Louisiana,119445818.3
2021-03-28,Louisiana,102299326.10000001
2021-04-04,Louisiana,111799498.2
2021-04-11,Louisiana,125522124.6
2021-04-18,Louisiana,106648613.5
2021-04-25,Louisiana,111133388.7
2021-05-02,Louisiana,115823885.3
2021-05-09,Louisiana,120514381.89999999
2021-05-16,Louisiana,135533931.4
2021-05-23,Louisiana,115983094.5
2021-05-30,Louisiana,117946580.6
2021-06-06,Louisiana,121498261.80000001
2021-06-13,Louisiana,121378724.39999999
2021-06-20,Louisiana,127441197.0
2021-06-27,Louisiana,113377115.0
2021-07-04,Louisiana,106934418.35
2021-07-11,Louisiana,163231951.7
2021-07-18,Louisiana,122116302.8
2021-07-25,Louisiana,118351245.5
2021-08-01,Louisiana,123269790.2
2021-08-08,Louisiana,128188334.9
2021-08-15,Louisiana,127627598.7
2021-08-22,Louisiana,130957346.60000001
2021-08-29,Louisiana,128868690.10000001
2021-09-05,Louisiana,119514121.30000001
2021-09-12,Louisiana,117749143.60000001
2021-09-19,Louisiana,115984165.9
2021-09-26,Louisiana,113668155.4
2021-10-03,Louisiana,103409390.3
2021-10-10,Louisiana,177059756.4
2021-10-17,Louisiana,168011333.6
2021-10-24,Louisiana,163730358.20000002
2021-10-31,Louisiana,164478870.6
2021-11-07,Louisiana,113759267.69999999
2021-11-14,Louisiana,162728719.0
2021-11-21,Louisiana,162507491.79999998
2021-11-28,Louisiana,149328484.4
2021-12-05,Louisiana,144712630.95
2021-12-12,Louisiana,140096777.5
2021-12-19,Louisiana,161572466.20000002
2021-12-26,Louisiana,152224239.6
2022-01-02,Louisiana,163217758.75
2022-01-09,Louisiana,174211277.9
2022-01-16,Louisiana,156687247.5
2022-01-23,Louisiana,149990485.8
2022-01-30,Louisiana,149359133.5
2022-02-06,Louisiana,148960741.79999998
2022-02-13,Louisiana,171814039.95
2022-02-20,Louisiana,148218415.39999998
2022-02-27,Louisiana,166316041.4
2022-03-06,Louisiana,171748523.39999998
2022-03-13,Louisiana,176369021.0
2022-03-20,Louisiana,167508572.9
2022-03-27,Louisiana,164240357.7
2022-04-03,Louisiana,174393778.5
2022-04-10,Louisiana,184547199.3
2022-04-17,Louisiana,167511016.45
2022-04-24,Louisiana,166594558.79999998
2022-05-01,Louisiana,173176123.8
2022-05-08,Louisiana,179757688.8
2022-05-15,Louisiana,181429032.6
2022-05-22,Louisiana,178706787.5
2022-05-29,Louisiana,179804431.79999998
2022-06-05,Louisiana,162459410.75000003
2022-06-12,Louisiana,174802410.6
2022-06-19,Louisiana,187019145.6
2022-06-26,Louisiana,179657907.39999998
2022-07-03,Louisiana,185209978.79999998
2022-07-10,Louisiana,190762050.2
2022-07-17,Louisiana,175186924.60000002
2022-07-24,Louisiana,179277667.9
2022-07-31,Louisiana,181707226.70000002
2022-08-07,Louisiana,180020153.6
2022-08-14,Louisiana,190112553.1
2022-08-21,Louisiana,183999610.9
2022-08-28,Louisiana,189354773.60000002
2022-09-04,Louisiana,155342817.29999998
2022-09-11,Louisiana,190158067.8
2022-09-18,Louisiana,179685597.40000004
2022-09-25,Louisiana,185329802.9
2022-10-02,Louisiana,182648309.77499998
2022-10-09,Louisiana,179966816.64999998
2022-10-16,Louisiana,183986891.79999998
2022-10-23,Louisiana,175022138.5
2022-10-30,Louisiana,171403890.6
2022-11-06,Louisiana,174165318.66666666
2022-11-13,Louisiana,176926746.73333332
2022-11-20,Louisiana,173115456.1
2022-11-27,Louisiana,162599691.3
2022-12-04,Louisiana,174568283.9
2022-12-11,Louisiana,186536876.5
2022-12-18,Louisiana,171487541.89999998
2022-12-25,Louisiana,168922814.29999998
2023-01-01,Louisiana,154640918.0
2023-01-08,Louisiana,159178568.35
2023-01-15,Louisiana,163716218.7
2023-01-22,Louisiana,156680224.3
2023-01-29,Louisiana,155106852.19999996
2023-02-05,Louisiana,176985211.4
2023-02-12,Louisiana,171081438.75
2023-02-19,Louisiana,165177666.10000002
2023-02-26,Louisiana,172155747.60000002
2023-03-05,Louisiana,176275419.76666668
2023-03-12,Louisiana,180395091.93333334
2023-03-19,Louisiana,184514764.1
2023-03-26,Louisiana,169522980.7
2023-04-02,Louisiana,170916223.0
2023-04-09,Louisiana,172309465.29999998
2023-04-16,Louisiana,173702707.6
2023-04-23,Louisiana,177272791.8
2023-04-30,Louisiana,181174166.7
2023-05-07,Louisiana,172650483.14999998
2023-05-14,Louisiana,174930288.49999997
2023-05-21,Louisiana,177210093.84999996
2023-05-28,Louisiana,179489899.2
2023-06-04,Louisiana,181769704.54999998
2023-06-11,Louisiana,184049509.89999998
2023-06-18,Louisiana,186329315.24999997
2023-06-25,Louisiana,188609120.59999996
2023-07-02,Louisiana,190888925.95
2023-07-09,Louisiana,193168731.29999998
2023-07-16,Louisiana,185360457.375
2023-07-23,Louisiana,177552183.45
2023-07-30,Louisiana,169743909.52499998
2023-08-06,Louisiana,161935635.6
2023-08-13,Louisiana,165939835.48
2023-08-20,Louisiana,169944035.35999998
2023-08-27,Louisiana,173948235.24
2023-09-03,Louisiana,177952435.12
2023-09-10,Louisiana,181956635.0
2023-09-17,Louisiana,182192347.82083333
2023-09-24,Louisiana,182428060.64166668
2023-10-01,Louisiana,182663773.4625
2023-10-08,Louisiana,182899486.28333333
2023-10-15,Louisiana,183135199.1041667
2023-10-22,Louisiana,183370911.925
2023-10-29,Louisiana,183606624.74583334
2023-11-05,Louisiana,183842337.5666667
2023-11-12,Louisiana,184078050.38750002
2023-11-19,Louisiana,184313763.20833334
2023-11-26,Louisiana,184549476.0291667
2023-12-03,Louisiana,184785188.85000002
2019-01-13,Maine,25031692.5
2019-01-20,Maine,25010846.122222222
2019-01-27,Maine,24989999.744444445
2019-02-03,Maine,24969153.366666667
2019-02-10,Maine,24948306.98888889
2019-02-17,Maine,24927460.611111112
2019-02-24,Maine,24906614.233333334
2019-03-03,Maine,24885767.855555557
2019-03-10,Maine,24864921.47777778
2019-03-17,Maine,24844075.1
2019-03-24,Maine,24974257.623076923
2019-03-31,Maine,25104440.14615385
2019-04-07,Maine,25234622.66923077
2019-04-14,Maine,25364805.192307696
2019-04-21,Maine,25494987.715384617
2019-04-28,Maine,25625170.23846154
2019-05-05,Maine,25755352.761538465
2019-05-12,Maine,25885535.284615386
2019-05-19,Maine,26015717.807692308
2019-05-26,Maine,26145900.330769233
2019-06-02,Maine,26276082.853846155
2019-06-09,Maine,26406265.37692308
2019-06-16,Maine,26536447.900000002
2019-06-23,Maine,26333951.233333334
2019-06-30,Maine,26131454.566666666
2019-07-07,Maine,25928957.900000002
2019-07-14,Maine,25726461.233333334
2019-07-21,Maine,25523964.566666666
2019-07-28,Maine,25321467.9
2019-08-04,Maine,25118971.233333334
2019-08-11,Maine,24916474.566666666
2019-08-18,Maine,24713977.9
2019-08-25,Maine,24850691.506249998
2019-09-01,Maine,24987405.112499997
2019-09-08,Maine,25124118.71875
2019-09-15,Maine,25260832.325
2019-09-22,Maine,25397545.93125
2019-09-29,Maine,25534259.5375
2019-10-06,Maine,25670973.14375
2019-10-13,Maine,25807686.75
2019-10-20,Maine,26272241.099999998
2019-10-27,Maine,24846762.7
2019-11-03,Maine,24939181.333333332
2019-11-10,Maine,25031599.966666665
2019-11-17,Maine,25124018.599999998
2019-11-24,Maine,25092645.700000003
2019-12-01,Maine,25351629.96666667
2019-12-08,Maine,25610614.233333334
2019-12-15,Maine,25869598.5
2019-12-22,Maine,26726614.7
2019-12-29,Maine,25243164.8
2020-01-05,Maine,25700047.299999997
2020-01-12,Maine,26208035.599999998
2020-01-19,Maine,26100869.5
2020-01-26,Maine,23671917.2
2020-02-02,Maine,24839107.4
2020-02-09,Maine,35887495.6
2020-02-16,Maine,25099315.0
2020-02-23,Maine,25238851.599999998
2020-03-01,Maine,26511129.95
2020-03-08,Maine,27783408.3
2020-03-15,Maine,28773985.9
2020-03-22,Maine,28465732.8
2020-03-29,Maine,25032203.3
2020-04-05,Maine,26614412.65
2020-04-12,Maine,28196622.0
2020-04-19,Maine,27337984.6
2020-04-26,Maine,25890805.6
2020-05-03,Maine,25024726.400000002
2020-05-10,Maine,31044714.6
2020-05-17,Maine,29233512.7
2020-05-24,Maine,31587574.5
2020-05-31,Maine,30695405.900000002
2020-06-07,Maine,29951610.25
2020-06-14,Maine,29207814.599999998
2020-06-21,Maine,33461790.099999998
2020-06-28,Maine,32666216.900000002
2020-07-05,Maine,31848534.3
2020-07-12,Maine,31030851.7
2020-07-19,Maine,34398251.400000006
2020-07-26,Maine,34256703.6
2020-08-02,Maine,30549821.950000003
2020-08-09,Maine,26842940.3
2020-08-16,Maine,30645909.6
2020-08-23,Maine,32438671.3
2020-08-30,Maine,31354861.299999997
2020-09-06,Maine,24780924.0
2020-09-13,Maine,31875459.8
2020-09-20,Maine,29477979.0
2020-09-27,Maine,28839966.7
2020-10-04,Maine,28442052.75
2020-10-11,Maine,28044138.8
2020-10-18,Maine,28172231.599999998
2020-10-25,Maine,26759991.4
2020-11-01,Maine,27074089.7
2020-11-08,Maine,27388188.0
2020-11-15,Maine,27702286.3
2020-11-22,Maine,26885825.1
2020-11-29,Maine,26273515.900000002
2020-12-06,Maine,25094134.950000003
2020-12-13,Maine,29718858.45
2020-12-20,Maine,27075288.5
2020-12-27,Maine,27093728.8
2021-01-03,Maine,31646271.35
2021-01-10,Maine,36198813.9
2021-01-17,Maine,27089362.9
2021-01-24,Maine,26264300.6
2021-01-31,Maine,26116338.099999998
2021-02-07,Maine,29137324.4
2021-02-14,Maine,27211331.299999997
2021-02-21,Maine,26945072.2
2021-02-28,Maine,27028027.9
2021-03-07,Maine,26270826.7
2021-03-14,Maine,37060223.5
2021-03-21,Maine,30670986.0
2021-03-28,Maine,26865894.8
2021-04-04,Maine,28185004.4
2021-04-11,Maine,36680245.400000006
2021-04-18,Maine,28809628.2
2021-04-25,Maine,28539332.599999998
2021-05-02,Maine,30801253.4
2021-05-09,Maine,33063174.2
2021-05-16,Maine,35726163.95
2021-05-23,Maine,33579850.6
2021-05-30,Maine,33587974.5
2021-06-06,Maine,32751825.700000003
2021-06-13,Maine,34354336.2
2021-06-20,Maine,35928123.1
2021-06-27,Maine,34567762.199999996
2021-07-04,Maine,27174685.05
2021-07-11,Maine,41105433.400000006
2021-07-18,Maine,35155856.5
2021-07-25,Maine,35574006.800000004
2021-08-01,Maine,35831226.75
2021-08-08,Maine,36088446.7
2021-08-15,Maine,37660011.8
2021-08-22,Maine,35352230.699999996
2021-08-29,Maine,33851395.3
2021-09-05,Maine,29339259.2
2021-09-12,Maine,30526315.9
2021-09-19,Maine,31713372.599999998
2021-09-26,Maine,31024787.299999997
2021-10-03,Maine,26118467.1
2021-10-10,Maine,43838076.099999994
2021-10-17,Maine,43846987.60000001
2021-10-24,Maine,41226742.9
2021-10-31,Maine,40259828.900000006
2021-11-07,Maine,30473804.8
2021-11-14,Maine,42309514.6
2021-11-21,Maine,41755768.900000006
2021-11-28,Maine,39584633.0
2021-12-05,Maine,38002875.599999994
2021-12-12,Maine,36421118.199999996
2021-12-19,Maine,43594914.10000001
2021-12-26,Maine,41576613.300000004
2022-01-02,Maine,43141558.900000006
2022-01-09,Maine,44706504.5
2022-01-16,Maine,43350787.1
2022-01-23,Maine,39822332.0
2022-01-30,Maine,41230768.800000004
2022-02-06,Maine,40280282.5
2022-02-13,Maine,43699271.55
2022-02-20,Maine,41618979.1
2022-02-27,Maine,41625883.7
2022-03-06,Maine,42883243.099999994
2022-03-13,Maine,51436638.8
2022-03-20,Maine,42695171.900000006
2022-03-27,Maine,42142863.0
2022-04-03,Maine,46241717.6
2022-04-10,Maine,50340572.2
2022-04-17,Maine,44154337.25
2022-04-24,Maine,41993770.5
2022-05-01,Maine,46124142.849999994
2022-05-08,Maine,50254515.199999996
2022-05-15,Maine,49489859.800000004
2022-05-22,Maine,49955614.8
2022-05-29,Maine,50620252.10000001
2022-06-05,Maine,41481654.150000006
2022-06-12,Maine,43840590.5
2022-06-19,Maine,53278672.9
2022-06-26,Maine,53405146.9
2022-07-03,Maine,54767907.0
2022-07-10,Maine,56130667.1
2022-07-17,Maine,57223095.7
2022-07-24,Maine,56848076.0
2022-07-31,Maine,56910943.3
2022-08-07,Maine,46270968.800000004
2022-08-14,Maine,55607959.9
2022-08-21,Maine,54262439.2
2022-08-28,Maine,52309755.4
2022-09-04,Maine,39650663.1
2022-09-11,Maine,46496664.2
2022-09-18,Maine,49097846.199999996
2022-09-25,Maine,46571181.6
2022-10-02,Maine,47570305.475
2022-10-09,Maine,48569429.35
2022-10-16,Maine,46908089.1
2022-10-23,Maine,44300276.800000004
2022-10-30,Maine,43331365.6
2022-11-06,Maine,44481428.483333334
2022-11-13,Maine,45631491.36666667
2022-11-20,Maine,44409591.00000001
2022-11-27,Maine,43874864.9
2022-12-04,Maine,48332986.25
2022-12-11,Maine,52791107.599999994
2022-12-18,Maine,46588230.8
2022-12-25,Maine,47018805.7
2023-01-01,Maine,42599536.400000006
2023-01-08,Maine,43476428.6
2023-01-15,Maine,44353320.8
2023-01-22,Maine,43405431.60000001
2023-01-29,Maine,43975210.6
2023-02-05,Maine,44473894.6
2023-02-12,Maine,44998512.8
2023-02-19,Maine,45523131.0
2023-02-26,Maine,44869120.50000001
2023-03-05,Maine,46090365.866666675
2023-03-12,Maine,47311611.233333334
2023-03-19,Maine,48532856.6
2023-03-26,Maine,44174255.1
2023-04-02,Maine,45545069.4
2023-04-09,Maine,46915883.7
2023-04-16,Maine,48286698.0
2023-04-23,Maine,45977851.7
2023-04-30,Maine,47178282.4
2023-05-07,Maine,44469141.25
2023-05-14,Maine,44995424.333333336
2023-05-21,Maine,45521707.416666664
2023-05-28,Maine,46047990.5
2023-06-04,Maine,46574273.583333336
2023-06-11,Maine,47100556.666666664
2023-06-18,Maine,47626839.75
2023-06-25,Maine,48153122.833333336
2023-07-02,Maine,48679405.916666664
2023-07-09,Maine,49205689.0
2023-07-16,Maine,47434877.05
2023-07-23,Maine,45664065.099999994
2023-07-30,Maine,43893253.15
2023-08-06,Maine,42122441.199999996
2023-08-13,Maine,42894596.019999996
2023-08-20,Maine,43666750.839999996
2023-08-27,Maine,44438905.66
2023-09-03,Maine,45211060.48
2023-09-10,Maine,45983215.3
2023-09-17,Maine,46107819.045833334
2023-09-24,Maine,46232422.791666664
2023-10-01,Maine,46357026.537499994
2023-10-08,Maine,46481630.28333333
2023-10-15,Maine,46606234.02916667
2023-10-22,Maine,46730837.775
2023-10-29,Maine,46855441.52083333
2023-11-05,Maine,46980045.266666666
2023-11-12,Maine,47104649.0125
2023-11-19,Maine,47229252.75833333
2023-11-26,Maine,47353856.50416666
2023-12-03,Maine,47478460.25
2019-01-13,Maryland,89261853.2
2019-01-20,Maryland,89196522.56666666
2019-01-27,Maryland,89131191.93333334
2019-02-03,Maryland,89065861.3
2019-02-10,Maryland,89000530.66666667
2019-02-17,Maryland,88935200.03333333
2019-02-24,Maryland,88869869.4
2019-03-03,Maryland,88804538.76666667
2019-03-10,Maryland,88739208.13333334
2019-03-17,Maryland,88673877.5
2019-03-24,Maryland,89314966.46923077
2019-03-31,Maryland,89956055.43846154
2019-04-07,Maryland,90597144.40769231
2019-04-14,Maryland,91238233.37692307
2019-04-21,Maryland,91879322.34615384
2019-04-28,Maryland,92520411.31538461
2019-05-05,Maryland,93161500.28461538
2019-05-12,Maryland,93802589.25384615
2019-05-19,Maryland,94443678.22307692
2019-05-26,Maryland,95084767.19230768
2019-06-02,Maryland,95725856.16153845
2019-06-09,Maryland,96366945.13076922
2019-06-16,Maryland,97008034.1
2019-06-23,Maryland,95942145.98888889
2019-06-30,Maryland,94876257.87777777
2019-07-07,Maryland,93810369.76666667
2019-07-14,Maryland,92744481.65555556
2019-07-21,Maryland,91678593.54444444
2019-07-28,Maryland,90612705.43333334
2019-08-04,Maryland,89546817.32222223
2019-08-11,Maryland,88480929.21111111
2019-08-18,Maryland,87415041.10000001
2019-08-25,Maryland,87880890.2
2019-09-01,Maryland,88346739.30000001
2019-09-08,Maryland,88812588.4
2019-09-15,Maryland,89278437.5
2019-09-22,Maryland,89744286.60000001
2019-09-29,Maryland,90210135.7
2019-10-06,Maryland,90675984.80000001
2019-10-13,Maryland,91141833.9
2019-10-20,Maryland,90181316.30000001
2019-10-27,Maryland,88416678.7
2019-11-03,Maryland,89046853.96666667
2019-11-10,Maryland,89677029.23333333
2019-11-17,Maryland,90307204.5
2019-11-24,Maryland,93588028.4
2019-12-01,Maryland,92583957.60000001
2019-12-08,Maryland,91579886.8
2019-12-15,Maryland,90575816.0
2019-12-22,Maryland,97500111.89999999
2019-12-29,Maryland,92797309.60000001
2020-01-05,Maryland,90814110.0
2020-01-12,Maryland,92795121.60000001
2020-01-19,Maryland,88445894.3
2020-01-26,Maryland,85581662.7
2020-02-02,Maryland,87410693.1
2020-02-09,Maryland,107791834.6
2020-02-16,Maryland,87373770.2
2020-02-23,Maryland,88053306.19999999
2020-03-01,Maryland,91665411.44999999
2020-03-08,Maryland,95277516.69999999
2020-03-15,Maryland,111894147.4
2020-03-22,Maryland,106607340.3
2020-03-29,Maryland,92700909.89999999
2020-04-05,Maryland,95780565.15
2020-04-12,Maryland,98860220.4
2020-04-19,Maryland,96380380.8
2020-04-26,Maryland,93906193.4
2020-05-03,Maryland,88313854.0
2020-05-10,Maryland,105033260.5
2020-05-17,Maryland,98558236.8
2020-05-24,Maryland,105278231.5
2020-05-31,Maryland,103364484.5
2020-06-07,Maryland,101134201.44999999
2020-06-14,Maryland,98903918.39999999
2020-06-21,Maryland,104003905.8
2020-06-28,Maryland,108601123.8
2020-07-05,Maryland,106662470.0
2020-07-12,Maryland,104723816.2
2020-07-19,Maryland,112171285.60000001
2020-07-26,Maryland,108600663.0
2020-08-02,Maryland,102143825.15
2020-08-09,Maryland,95686987.3
2020-08-16,Maryland,99662904.19999999
2020-08-23,Maryland,103139792.9
2020-08-30,Maryland,103695375.60000001
2020-09-06,Maryland,88660395.4
2020-09-13,Maryland,102900774.85
2020-09-20,Maryland,99489149.80000001
2020-09-27,Maryland,99204981.0
2020-10-04,Maryland,97641575.05
2020-10-11,Maryland,96078169.1
2020-10-18,Maryland,94137273.9
2020-10-25,Maryland,94352307.0
2020-11-01,Maryland,94996094.93333334
2020-11-08,Maryland,95639882.86666666
2020-11-15,Maryland,96283670.8
2020-11-22,Maryland,98100246.7
2020-11-29,Maryland,97386230.3
2020-12-06,Maryland,92535533.2
2020-12-13,Maryland,100584077.7
2020-12-20,Maryland,97236199.8
2020-12-27,Maryland,98295540.69999999
2021-01-03,Maryland,105894271.75
2021-01-10,Maryland,113493002.8
2021-01-17,Maryland,94368590.60000001
2021-01-24,Maryland,92456852.10000001
2021-01-31,Maryland,93789248.2
2021-02-07,Maryland,102050026.0
2021-02-14,Maryland,91850610.5
2021-02-21,Maryland,92005609.9
2021-02-28,Maryland,94576325.5
2021-03-07,Maryland,91957430.8
2021-03-14,Maryland,135011891.4
2021-03-21,Maryland,112804604.3
2021-03-28,Maryland,98218067.39999999
2021-04-04,Maryland,99821595.10000001
2021-04-11,Maryland,120566973.3
2021-04-18,Maryland,99378358.3
2021-04-25,Maryland,98801109.39999999
2021-05-02,Maryland,104594446.1
2021-05-09,Maryland,110387782.8
2021-05-16,Maryland,120873098.9
2021-05-23,Maryland,109786682.3
2021-05-30,Maryland,108404730.3
2021-06-06,Maryland,110224577.7
2021-06-13,Maryland,112928438.60000001
2021-06-20,Maryland,110913678.9
2021-06-27,Maryland,112115089.4
2021-07-04,Maryland,95097182.05
2021-07-11,Maryland,143534789.9
2021-07-18,Maryland,117222485.19999999
2021-07-25,Maryland,115587895.10000001
2021-08-01,Maryland,112688887.20000002
2021-08-08,Maryland,109789879.30000001
2021-08-15,Maryland,111549136.39999999
2021-08-22,Maryland,109293516.9
2021-08-29,Maryland,111588539.9
2021-09-05,Maryland,102307391.0
2021-09-12,Maryland,104718308.15
2021-09-19,Maryland,107129225.30000001
2021-09-26,Maryland,104892964.4
2021-10-03,Maryland,91814739.4
2021-10-10,Maryland,151554135.6
2021-10-17,Maryland,148289348.3
2021-10-24,Maryland,146769139.20000002
2021-10-31,Maryland,144129653.79999998
2021-11-07,Maryland,107092939.3
2021-11-14,Maryland,149358981.0
2021-11-21,Maryland,151367133.60000002
2021-11-28,Maryland,145305604.20000002
2021-12-05,Maryland,136233550.3
2021-12-12,Maryland,127161496.4
2021-12-19,Maryland,152395982.70000002
2021-12-26,Maryland,154213595.4
2022-01-02,Maryland,155587527.85000002
2022-01-09,Maryland,156961460.3
2022-01-16,Maryland,147214262.3
2022-01-23,Maryland,141914536.8
2022-01-30,Maryland,144339584.9
2022-02-06,Maryland,141611465.49999997
2022-02-13,Maryland,152315124.10000002
2022-02-20,Maryland,141913018.2
2022-02-27,Maryland,145837844.20000002
2022-03-06,Maryland,151946476.9
2022-03-13,Maryland,163393657.35
2022-03-20,Maryland,150518690.10000002
2022-03-27,Maryland,151339044.29999998
2022-04-03,Maryland,160781639.4
2022-04-10,Maryland,170224234.50000003
2022-04-17,Maryland,151314393.65000004
2022-04-24,Maryland,154619702.9
2022-05-01,Maryland,160928397.0
2022-05-08,Maryland,167237091.09999996
2022-05-15,Maryland,159139094.29999998
2022-05-22,Maryland,171654881.70000002
2022-05-29,Maryland,166991883.20000002
2022-06-05,Maryland,143817466.55
2022-06-12,Maryland,152058115.1
2022-06-19,Maryland,169788282.00000003
2022-06-26,Maryland,169627954.6
2022-07-03,Maryland,168924808.9
2022-07-10,Maryland,168221663.20000002
2022-07-17,Maryland,173216758.49999997
2022-07-24,Maryland,172047280.70000002
2022-07-31,Maryland,168398689.3
2022-08-07,Maryland,155643663.8
2022-08-14,Maryland,170001105.2
2022-08-21,Maryland,167354556.8
2022-08-28,Maryland,169874500.29999998
2022-09-04,Maryland,143613037.4
