Date,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Florida,Georgia,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,Nevada,New Hampshire,New Mexico,New York,North Carolina,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2019-03-24,113490459.6923077,115766745.66923077,59227893.307692304,493673301.29999995,92827304.91538462,48918844.29230769,390357583.91538465,207106874.47692308,170582849.57692307,118218894.04615384,62445174.36923077,47707873.08461538,93877815.99230768,99113590.81538461,24974257.623076923,89314966.46923077,98049478.66923077,160780142.7153846,86659879.77692308,37172695.92307692,102960376.47692308,16823107.307692308,55949666.50769231,29131417.730769232,36264751.4,239787224.3307692,190217509.2153846,199713683.02307692,79133774.60769232,61039039.484615386,199242325.93846154,13933023.423076922,102507916.95384617,14925949.23846154,138146615.2,486062992.0923077,43548725.853846155,10048754.615384616,158129560.57692307,101777295.13076924,39870608.03846154,84605581.17692308,11900541.415384615
2019-03-31,114791815.58461538,116109332.63846155,59904720.115384616,494749503.2,93460280.83076923,49332216.08461539,390978807.2307693,209364918.75384614,171458612.05384615,119021546.59230769,62528444.43846154,47926546.86923077,94888687.08461538,100096621.13076922,25104440.14615385,89956055.43846154,98381928.83846153,160918475.43076923,86606496.05384615,37746318.84615385,103704364.25384615,16857827.615384616,56253715.91538461,29236201.861538462,36583641.4,241354364.56153846,192109357.43076923,201340267.64615384,79661225.51538461,61281201.569230765,200454133.57692307,14009744.046153845,103497508.60769232,14954713.476923076,139607250.4,490647651.6846154,43753168.20769231,10099202.430769231,159290965.75384617,102109512.86153847,40329284.77692308,84780762.45384616,11984363.53076923
2019-04-07,116093171.47692308,116451919.60769232,60581546.92307692,495825705.09999996,94093256.74615385,49745587.87692308,391600030.54615384,211622963.03076923,172334374.53076923,119824199.13846153,62611714.50769231,48145220.65384615,95899558.17692307,101079651.44615385,25234622.66923077,90597144.40769231,98714379.0076923,161056808.14615384,86553112.33076923,38319941.76923077,104448352.03076923,16892547.923076924,56557765.323076926,29340985.992307693,36902531.4,242921504.79230767,194001205.64615384,202966852.26923078,80188676.42307693,61523363.65384615,201665941.21538463,14086464.669230768,104487100.26153848,14983477.715384616,141067885.6,495232311.27692306,43957610.561538465,10149650.246153846,160452370.93076923,102441730.5923077,40787961.51538462,84955943.73076923,12068185.646153845
2019-04-14,117394527.36923076,116794506.57692307,61258373.73076923,496901907.0,94726232.66153847,50158959.669230774,392221253.86153847,213881007.3076923,173210137.0076923,120626851.68461539,62694984.57692308,48363894.438461535,96910429.26923077,102062681.76153846,25364805.192307696,91238233.37692307,99046829.17692308,161195140.86153847,86499728.60769232,38893564.692307696,105192339.80769232,16927268.230769232,56861814.73076923,29445770.123076923,37221421.4,244488645.02307692,195893053.86153847,204593436.8923077,80716127.33076923,61765525.73846154,202877748.85384616,14163185.292307692,105476691.91538462,15012241.953846155,142528520.8,499816970.86923075,44162052.91538461,10200098.061538462,161613776.1076923,102773948.32307692,41246638.25384615,85131125.0076923,12152007.76153846
2019-04-21,118695883.26153846,117137093.54615384,61935200.538461536,497978108.9,95359208.57692307,50572331.461538464,392842477.1769231,216139051.58461538,174085899.4846154,121429504.23076923,62778254.646153845,48582568.223076925,97921300.36153845,103045712.07692307,25494987.715384617,91879322.34615384,99379279.34615384,161333473.57692307,86446344.88461539,39467187.615384616,105936327.5846154,16961988.53846154,57165864.13846154,29550554.253846154,37540311.4,246055785.25384614,197784902.07692307,206220021.5153846,81243578.23846154,62007687.82307692,204089556.4923077,14239905.915384615,106466283.56923078,15041006.192307692,143989156.0,504401630.46153843,44366495.26923077,10250545.876923077,162775181.2846154,103106166.05384615,41705314.99230769,85306306.28461538,12235829.876923077
2019-04-28,119997239.15384616,117479680.51538461,62612027.34615385,499054310.8,95992184.4923077,50985703.25384615,393463700.4923077,218397095.86153847,174961661.96153846,122232156.77692308,62861524.71538462,48801242.00769231,98932171.45384614,104028742.39230768,25625170.23846154,92520411.31538461,99711729.51538461,161471806.29230767,86392961.16153847,40040810.538461536,106680315.36153847,16996708.846153848,57469913.54615384,29655338.384615384,37859201.4,247622925.4846154,199676750.29230767,207846606.13846153,81771029.14615385,62249849.907692306,205301364.13076922,14316626.538461538,107455875.22307692,15069770.430769231,145449791.2,508986290.0538461,44570937.62307692,10300993.692307692,163936586.46153846,103438383.78461538,42163991.73076923,85481487.56153846,12319651.992307693
2019-05-05,121298595.04615384,117822267.48461539,63288854.15384615,500130512.7,96625160.40769231,51399075.04615385,394084923.8076923,220655140.13846153,175837424.43846154,123034809.32307692,62944794.78461538,49019915.79230769,99943042.54615384,105011772.70769231,25755352.761538465,93161500.28461538,100044179.68461539,161610139.0076923,86339577.43846154,40614433.461538464,107424303.13846155,17031429.153846152,57773962.95384616,29760122.51538462,38178091.4,249190065.7153846,201568598.5076923,209473190.76153848,82298480.05384615,62492011.99230769,206513171.76923078,14393347.161538461,108445466.87692308,15098534.66923077,146910426.4,513570949.6461538,44775379.97692308,10351441.507692307,165097991.63846153,103770601.51538461,42622668.46923077,85656668.83846155,12403474.107692307
2019-05-12,122599950.93846154,118164854.45384616,63965680.961538464,501206714.6,97258136.32307693,51812446.83846154,394706147.1230769,222913184.41538462,176713186.91538462,123837461.86923076,63028064.853846155,49238589.57692307,100953913.63846153,105994803.02307692,25885535.284615386,93802589.25384615,100376629.85384616,161748471.7230769,86286193.71538462,41188056.384615384,108168290.91538462,17066149.46153846,58078012.36153846,29864906.64615385,38496981.4,250757205.94615385,203460446.7230769,211099775.3846154,82825930.96153846,62734174.07692308,207724979.4076923,14470067.784615384,109435058.53076923,15127298.90769231,148371061.6,518155609.2384615,44979822.33076923,10401889.323076922,166259396.8153846,104102819.24615385,43081345.20769231,85831850.11538462,12487296.223076923
2019-05-19,123901306.83076924,118507441.42307693,64642507.76923077,502282916.5,97891112.23846154,52225818.63076923,395327370.43846154,225171228.6923077,177588949.3923077,124640114.4153846,63111334.92307692,49457263.36153846,101964784.73076922,106977833.33846153,26015717.807692308,94443678.22307692,100709080.02307692,161886804.4384615,86232809.9923077,41761679.307692304,108912278.6923077,17100869.769230768,58382061.76923077,29969690.77692308,38815871.4,252324346.17692307,205352294.93846154,212726360.0076923,83353381.86923078,62976336.16153846,208936787.04615384,14546788.407692308,110424650.18461539,15156063.146153847,149831696.79999998,522740268.8307692,45184264.68461539,10452337.138461538,167420801.9923077,104435036.97692308,43540021.94615385,86007031.3923077,12571118.338461539
2019-05-26,125202662.72307692,118850028.39230768,65319334.57692308,503359118.40000004,98524088.15384616,52639190.42307693,395948593.75384617,227429272.96923077,178464711.86923078,125442766.96153846,63194604.99230769,49675937.146153845,102975655.82307692,107960863.65384614,26145900.330769233,95084767.19230768,101041530.1923077,162025137.15384614,86179426.26923078,42335302.23076923,109656266.46923079,17135590.076923076,58686111.176923074,30074474.90769231,39134761.4,253891486.4076923,207244143.15384614,214352944.63076922,83880832.77692308,63218498.24615385,210148594.68461537,14623509.03076923,111414241.83846153,15184827.384615386,151292332.0,527324928.42307687,45388707.038461536,10502784.953846153,168582207.16923076,104767254.7076923,43998698.68461539,86182212.66923077,12654940.453846155
2019-06-02,126504018.61538462,119192615.36153845,65996161.384615384,504435320.3,99157064.06923078,53052562.21538462,396569817.06923074,229687317.24615386,179340474.34615386,126245419.5076923,63277875.06153846,49894610.93076923,103986526.9153846,108943893.96923077,26276082.853846155,95725856.16153845,101373980.36153847,162163469.86923075,86126042.54615386,42908925.15384615,110400254.24615386,17170310.384615384,58990160.58461539,30179259.03846154,39453651.4,255458626.63846153,209135991.36923075,215979529.25384617,84408283.68461539,63460660.33076923,211360402.32307693,14700229.653846154,112403833.4923077,15213591.623076925,152752967.2,531909588.01538455,45593149.39230769,10553232.769230768,169743612.34615383,105099472.43846153,44457375.42307692,86357393.94615385,12738762.569230769
2019-06-09,127805374.5076923,119535202.33076923,66672988.192307696,505511522.20000005,99790039.98461539,53465934.007692315,397191040.38461536,231945361.52307692,180216236.82307693,127048072.05384615,63361145.13076923,50113284.71538462,104997398.0076923,109926924.28461538,26406265.37692308,96366945.13076922,101706430.53076923,162301802.58461538,86072658.82307693,43482548.07692308,111144242.02307694,17205030.692307692,59294209.99230769,30284043.16923077,39772541.4,257025766.86923075,211027839.58461538,217606113.87692308,84935734.59230769,63702822.41538461,212572209.96153846,14776950.276923077,113393425.14615384,15242355.861538462,154213602.4,536494247.60769224,45797591.74615385,10603680.584615383,170905017.52307692,105431690.16923076,44916052.16153846,86532575.22307692,12822584.684615385
2019-06-16,129106730.4,119877789.3,67349815.0,506587724.1,100423015.9,53879305.800000004,397812263.7,234203405.8,181091999.3,127850724.6,63444415.199999996,50331958.5,106008269.1,110909954.6,26536447.900000002,97008034.1,102038880.7,162440135.29999998,86019275.10000001,44056171.0,111888229.80000001,17239751.0,59598259.4,30388827.3,40091431.4,258592907.1,212919687.79999998,219232698.5,85463185.5,63944984.5,213784017.6,14853670.9,114383016.8,15271120.100000001,155674237.6,541078907.1999999,46002034.1,10654128.399999999,172066422.7,105763907.89999999,45374728.9,86707756.5,12906406.8
2019-06-23,126770840.77777778,118825270.16666666,66433309.48888889,500285235.2444445,99594630.23333333,53496558.844444446,394678062.67777777,230419890.31111112,180211376.82222223,126573636.37777777,63403273.47777777,50114086.85555556,104502732.43333332,109333229.68888888,26333951.233333334,95942145.98888889,101636305.37777779,162270106.58888888,85888922.13333334,43168751.55555555,110784666.55555557,17210546.222222224,58730400.01111111,30264766.855555557,39631497.07777777,256553002.87777779,210444947.49999997,216734863.44444445,84782088.83333333,63490768.21111111,211751249.17777777,14797366.466666667,112704234.13333333,15192483.48888889,153424473.96666667,533371321.3666666,45667459.08888889,10592423.31111111,170268509.58888888,105401943.43333332,44763821.61111111,86535477.31111111,12785717.433333334
2019-06-30,124434951.15555556,117772751.03333333,65516803.97777778,493982746.3888889,98766244.56666666,53113811.888888896,391543861.65555555,226636374.82222223,179330754.34444445,125296548.15555555,63362131.75555555,49896215.21111111,102997195.76666667,107756504.77777778,26131454.566666666,94876257.87777777,101233730.05555555,162100077.87777776,85758569.16666667,42281332.11111111,109681103.31111112,17181341.444444444,57862540.62222222,30140706.411111113,39171562.755555555,254513098.65555555,207970207.2,214237028.3888889,84100992.16666667,63036551.92222222,209718480.75555554,14741062.033333333,111025451.46666667,15113846.87777778,151174710.33333334,525663735.5333333,45332884.07777778,10530718.22222222,168470596.47777778,105039978.96666665,44152914.322222225,86363198.12222221,12665028.066666666
2019-07-07,122099061.53333333,116720231.89999999,64600298.46666667,487680257.53333336,97937858.9,52731064.93333334,388409660.6333333,222852859.33333334,178450131.86666667,124019459.93333334,63320990.03333333,49678343.56666667,101491659.1,106179779.86666666,25928957.900000002,93810369.76666667,100831154.73333333,161930049.16666666,85628216.2,41393912.666666664,108577540.06666668,17152136.666666668,56994681.233333334,30016645.96666667,38711628.43333333,252473194.43333334,205495466.89999998,211739193.33333334,83419895.5,62582335.63333333,207685712.33333334,14684757.6,109346668.8,15035210.266666668,148924946.7,517956149.6999999,44998309.06666667,10469013.133333333,166672683.36666667,104678014.49999999,43542007.03333333,86190918.93333334,12544338.700000001
2019-07-14,119763171.91111112,115667712.76666667,63683792.95555556,481377768.6777778,97109473.23333333,52348317.97777778,385275459.6111111,219069343.84444445,177569509.3888889,122742371.71111111,63279848.31111111,49460471.92222223,99986122.43333334,104603054.95555554,25726461.233333334,92744481.65555556,100428579.41111112,161760020.45555556,85497863.23333333,40506493.222222224,107473976.82222223,17122931.888888888,56126821.844444446,29892585.522222225,38251694.11111111,250433290.2111111,203020726.6,209241358.2777778,82738798.83333333,62128119.344444446,205652943.91111112,14628453.166666666,107667886.13333334,14956573.655555556,146675183.06666666,510248563.8666666,44663734.05555556,10407308.044444444,164874770.25555557,104316050.03333332,42931099.744444445,86018639.74444444,12423649.333333334
2019-07-21,117427282.28888889,114615193.63333333,62767287.44444445,475075279.82222223,96281087.56666666,51965571.02222223,382141258.5888889,215285828.35555553,176688886.91111112,121465283.48888889,63238706.58888888,49242600.277777776,98480585.76666667,103026330.04444444,25523964.566666666,91678593.54444444,100026004.08888888,161589991.74444443,85367510.26666668,39619073.777777776,106370413.57777779,17093727.111111112,55258962.45555556,29768525.077777777,37791759.78888889,248393385.9888889,200545986.29999998,206743523.2222222,82057702.16666667,61673903.05555555,203620175.4888889,14572148.733333334,105989103.46666667,14877937.044444446,144425419.43333334,502540978.0333333,44329159.04444444,10345602.955555554,163076857.14444444,103954085.56666666,42320192.45555556,85846360.55555555,12302959.966666667
2019-07-28,115091392.66666667,113562674.5,61850781.93333333,468772790.9666667,95452701.89999999,51582824.06666667,379007057.56666666,211502312.86666664,175808264.43333334,120188195.26666667,63197564.86666666,49024728.63333333,96975049.10000001,101449605.13333333,25321467.9,90612705.43333334,99623428.76666667,161419963.03333333,85237157.30000001,38731654.333333336,105266850.33333334,17064522.333333332,54391103.06666666,29644464.633333333,37331825.46666667,246353481.76666665,198071246.0,204245688.16666666,81376605.5,61219686.766666666,201587407.06666666,14515844.3,104310320.80000001,14799300.433333334,142175655.8,494833392.2,43994584.03333333,10283897.866666665,161278944.03333333,103592121.1,41709285.16666667,85674081.36666666,12182270.6
2019-08-04,112755503.04444444,112510155.36666666,60934276.42222222,462470302.11111116,94624316.23333332,51200077.11111111,375872856.54444444,207718797.37777776,174927641.95555556,118911107.04444444,63156423.14444444,48806856.98888889,95469512.43333334,99872880.22222221,25118971.233333334,89546817.32222223,99220853.44444445,161249934.32222223,85106804.33333334,37844234.88888889,104163287.0888889,17035317.555555556,53523243.677777775,29520404.18888889,36871891.14444444,244313577.54444444,195596505.7,201747853.1111111,80695508.83333333,60765470.47777778,199554638.64444447,14459539.866666667,102631538.13333334,14720663.822222222,139925892.1666667,487125806.3666667,43660009.02222222,10222192.777777778,159481030.92222223,103230156.63333333,41098377.877777785,85501802.17777778,12061581.233333334
