Date,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Florida,Georgia,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Nebraska,Nevada,New Hampshire,New Mexico,New York,North Carolina,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2019-08-11,110419613.42222223,111457636.23333332,60017770.91111111,456167813.25555557,93795930.56666666,50817330.15555556,372738655.5222222,203935281.88888887,174047019.47777778,117634018.82222223,63115281.42222222,48588985.344444446,93963975.76666668,98296155.31111111,24916474.566666666,88480929.21111111,98818278.12222221,161079905.6111111,84976451.36666667,36956815.44444445,103059723.84444445,17006112.777777776,52655384.28888889,29396343.744444445,36411956.822222225,242273673.3222222,193121765.39999998,199250018.05555555,80014412.16666667,60311254.188888885,197521870.22222224,14403235.433333334,100952755.46666667,14642027.211111112,137676128.53333333,479418220.5333333,43325434.01111111,10160487.688888889,157683117.81111112,102868192.16666666,40487470.58888889,85329522.98888889,11940891.866666667
2019-08-18,108083723.8,110405117.1,59101265.4,449865324.40000004,92967544.89999999,50434583.2,369604454.5,200151766.39999998,173166397.0,116356930.60000001,63074139.699999996,48371113.7,92458439.10000001,96719430.39999999,24713977.9,87415041.10000001,98415702.8,160909876.9,84846098.4,36069396.0,101956160.60000001,16976908.0,51787524.9,29272283.3,35952022.5,240233769.1,190647025.1,196752183.0,79333315.5,59857037.9,195489101.8,14346931.0,99273972.80000001,14563390.6,135426364.9,471710634.7,42990859.0,10098782.6,155885204.70000002,102506227.69999999,39876563.300000004,85157243.8,11820202.5
2019-08-25,109242958.2375,111473727.125,59411987.89375,456218591.1875,93307874.5375,50483777.956250004,372044420.275,201654449.21874997,173511161.1125,116894539.81250001,63011908.46874999,48377294.19375,92844758.41250001,97657447.75625,24850691.506249998,87880890.2,98670637.34375,161021041.68125,84856935.6875,36554591.6875,102234246.20625001,16993765.625,52407399.59375,29387865.9375,36203928.48125,241316239.1,191195789.55625,197772089.8,79420531.6625,60145636.875,196546757.06875002,14303804.8125,99929679.0875,14648647.674999999,136026500.82500002,475120127.59375,43130032.65,10111950.59375,156211612.60000002,102620019.54374999,40050258.7,85262446.575,11855394.5375
2019-09-01,110402192.675,112542337.14999999,59722710.3875,462571857.975,93648204.175,50532972.712500006,374484386.05,203157132.03749996,173855925.225,117432149.025,62949677.2375,48383474.6875,93231077.72500001,98595465.1125,24987405.112499997,88346739.30000001,98925571.8875,161132206.4625,84867772.97500001,37039787.375,102512331.8125,17010623.25,53027274.287499994,29503448.575,36455834.4625,242398709.1,191744554.0125,198791996.6,79507747.825,60434235.85,197604412.3375,14260678.625,100585385.375,14733904.75,136626636.75,478529620.4875,43269206.3,10125118.5875,156538020.5,102733811.38749999,40223954.1,85367649.35,11890586.575
2019-09-08,111561427.1125,113610947.175,60033432.88125,468925124.76250005,93988533.8125,50582167.46875,376924351.82500005,204659814.85625,174200689.33749998,117969758.23750001,62887446.006249994,48389655.18125,93617397.03750001,99533482.46875,25124118.71875,88812588.4,99180506.43125,161243371.24375,84878610.26250002,37524983.0625,102790417.41875,17027480.875,53647148.981249996,29619031.2125,36707740.44375,243481179.1,192293318.46875,199811903.4,79594963.9875,60722834.825,198662067.60625,14217552.4375,101241091.66250001,14819161.825,137226772.675,481939113.38125,43408379.95,10138286.58125,156864428.4,102847603.23124999,40397649.5,85472852.125,11925778.6125
2019-09-15,112720661.55,114679557.19999999,60344155.375,475278391.55,94328863.44999999,50631362.225,379364317.6,206162497.67499998,174545453.45,118507367.45000002,62825214.77499999,48395835.675,94003716.35,100471499.82499999,25260832.325,89278437.5,99435440.975,161354536.02499998,84889447.55000001,38010178.75,103068503.025,17044338.5,54267023.675,29734613.85,36959646.425,244563649.10000002,192842082.925,200831810.2,79682180.15,61011433.8,199719722.875,14174426.25,101896797.95,14904418.899999999,137826908.60000002,485348606.275,43547553.6,10151454.575,157190836.3,102961395.07499999,40571344.900000006,85578054.9,11960970.65
2019-09-22,113879895.9875,115748167.225,60654877.86875,481631658.3375,94669193.08749999,50680556.98125,381804283.375,207665180.49374998,174890217.5625,119044976.66250001,62762983.543749996,48402016.16875,94390035.6625,101409517.18124999,25397545.93125,89744286.60000001,99690375.51875,161465700.80624998,84900284.8375,38495374.4375,103346588.63125001,17061196.125,54886898.36875,29850196.4875,37211552.40625,245646119.10000002,193390847.38125,201851717.0,79769396.3125,61300032.775,200777378.14375,14131300.0625,102552504.2375,14989675.975,138427044.525,488758099.16875,43686727.25,10164622.56875,157517244.2,103075186.91875,40745040.300000004,85683257.675,11996162.6875
2019-09-29,115039130.425,116816777.25,60965600.3625,487984925.125,95009522.725,50729751.7375,384244249.15000004,209167863.3125,175234981.67499998,119582585.87500001,62700752.31249999,48408196.6625,94776354.975,102347534.5375,25534259.5375,90210135.7,99945310.0625,161576865.58749998,84911122.12500001,38980570.125,103624674.23750001,17078053.75,55506773.0625,29965779.125,37463458.3875,246728589.10000002,193939611.8375,202871623.8,79856612.475,61588631.75,201835033.4125,14088173.875,103208210.525,15074933.049999999,139027180.45000002,492167592.0625,43825900.900000006,10177790.5625,157843652.1,103188978.7625,40918735.7,85788460.45,12031354.725000001
2019-10-06,116198364.8625,117885387.27499999,61276322.85625,494338191.9125,95349852.3625,50778946.49375,386684214.9250001,210670546.13125,175579745.78749996,120120195.0875,62638521.08125,48414377.15625,95162674.2875,103285551.89375,25670973.14375,90675984.80000001,100200244.60625,161688030.36874998,84921959.41250002,39465765.8125,103902759.84375,17094911.375,56126647.756249994,30081361.7625,37715364.36875,247811059.10000002,194488376.29375,203891530.6,79943828.6375,61877230.725,202892688.68124998,14045047.6875,103863916.8125,15160190.125,139627316.375,495577084.95625,43965074.550000004,10190958.55625,158170059.99999997,103302770.60625,41092431.1,85893663.225,12066546.762500001
2019-10-13,117357599.3,118953997.3,61587045.35,500691458.7,95690182.0,50828141.25,389124180.70000005,212173228.95,175924509.89999998,120657804.30000001,62576289.849999994,48420557.65,95548993.6,104223569.25,25807686.75,91141833.9,100455179.15,161799195.14999998,84932796.70000002,39950961.5,104180845.45,17111769.0,56746522.449999996,30196944.4,37967270.35,248893529.10000002,195037140.75,204911437.4,80031044.8,62165829.7,203950343.95,14001921.5,104519623.1,15245447.2,140227452.3,498986577.85,44104248.2,10204126.55,158496467.89999998,103416562.45,41266126.5,85998866.0,12101738.8
2019-10-20,116218908.89999999,116127753.8,59248420.7,491957816.8,96070971.2,47666438.8,386318006.0,212086739.8,171747244.7,119459990.60000001,62527283.800000004,48601947.9,94431652.60000001,100499698.5,26272241.099999998,90181316.30000001,98350432.80000001,160589165.70000002,86824087.2,38851699.0,105172324.5,17071019.0,55655904.8,29490225.1,37190916.7,235475052.5,192796951.6,201987064.1,77607881.19999999,61126836.699999996,198963635.6,13265842.2,102885416.10000001,15676481.200000001,139732667.6,484212181.2,45862185.5,10034765.8,153893495.0,102402217.1,38465748.6,86378291.5,12461447.200000001
2019-10-27,109968010.6,115216831.39999999,57654429.7,505768871.6,97471702.1,48601957.300000004,383741451.2,203641241.0,169394536.70000002,117871950.8,63267656.8,48102109.5,91910509.2,94643763.7,24846762.7,88416678.7,97284879.10000001,158253213.5,85277457.8,36538417.0,103986309.89999999,16701961.0,55435694.6,29239812.099999998,35596520.1,235756719.5,185626410.7,197831851.4,75895542.9,59546507.4,195191439.8,13320632.1,98847770.6,15250300.0,134319021.9,483599434.59999996,45883522.3,9732838.7,150809621.79999998,99549902.8,37769049.8,84847392.39999999,12136073.4
2019-11-03,109664143.73333333,115641546.6,57858039.333333336,499444033.90000004,96640454.96666667,49001463.6,385466971.1,202857558.2,171337438.73333335,117983623.8,63582258.03333333,48304837.666666664,92035410.9,95470455.60000001,24939181.333333332,89046853.96666667,98610062.96666667,159006569.13333333,86235185.86666666,36489702.333333336,104072348.36666666,16808208.0,55356637.13333333,29278138.666666664,36115802.166666664,237142488.0,186113911.36666664,198764056.13333336,76722142.80000001,60036252.266666666,197486328.13333333,13481145.433333334,98757373.63333333,15502902.166666666,134609511.73333335,481767832.8666666,45952697.266666666,9763540.5,151166570.06666666,100979480.16666667,37901294.36666667,85466335.06666666,12106916.866666667
2019-11-10,109360276.86666666,116066261.8,58061648.96666667,493119196.2,95809207.83333333,49400969.900000006,387192491.0,202073875.4,173280340.76666665,118095296.8,63896859.266666666,48507565.833333336,92160312.6,96297147.5,25031599.966666665,89677029.23333333,99935246.83333333,159759924.76666668,87192913.93333334,36440987.666666664,104158386.83333333,16914455.0,55277579.66666667,29316465.233333334,36635084.233333334,238528256.5,186601412.03333333,199696260.86666667,77548742.7,60525997.13333333,199781216.46666667,13641658.766666666,98666976.66666667,15755504.333333334,134900001.56666666,479936231.1333333,46021872.23333333,9794242.3,151523518.3333333,102409057.53333333,38033538.93333333,86085277.73333333,12077760.333333334
2019-11-17,109056410.0,116490977.0,58265258.6,486794358.5,94977960.7,49800476.2,388918010.90000004,201290192.6,175223242.79999998,118206969.8,64211460.5,48710294.0,92285214.3,97123839.4,25124018.599999998,90307204.5,101260430.69999999,160513280.4,88150642.0,36392273.0,104244425.3,17020702.0,55198522.2,29354791.8,37154366.3,239914025.0,187088912.7,200628465.60000002,78375342.60000001,61015742.0,202076104.79999998,13802172.1,98576579.7,16008106.5,135190491.4,478104629.4,46091047.199999996,9824944.100000001,151880466.6,103838634.9,38165783.5,86704220.4,12048603.8
2019-11-24,113040422.1,114640798.30000001,59690104.199999996,477240954.9,95674566.19999999,51528057.900000006,382545143.8,208396413.5,177531815.9,122410436.5,62835743.5,50469567.400000006,95351246.9,98028446.1,25092645.700000003,93588028.4,100546659.89999999,165476023.0,88882997.3,38443750.0,106955333.5,18010858.0,53734862.2,30142040.200000003,37217286.2,249630625.29999998,188661091.3,204767242.8,78566415.69999999,60959598.8,205134229.4,14064840.200000001,100831192.60000001,15467800.799999999,139393955.3,490235898.70000005,46655269.0,10234925.7,154500701.4,103657674.3,38850553.3,88143657.10000001,11965099.0
2019-12-01,111536433.53333333,113225639.06666668,59138711.86666666,471981138.43333334,96371698.56666666,50997166.66666667,378570915.1666667,205921863.9,177636813.6,121690964.53333333,62939252.9,50137882.13333333,94412557.4,97672036.76666667,25351629.96666667,92583957.60000001,100707260.13333333,164647640.73333335,88968320.23333333,37582794.333333336,106236582.39999999,17647123.333333332,53328596.1,30133131.333333336,36945200.46666667,248802913.89999998,185868220.56666666,203937155.53333333,77548259.96666665,60632796.166666664,205274926.13333333,13930138.9,99629836.26666667,15666542.2,138012497.96666667,487345591.1,46282091.733333334,10190070.233333332,153387113.6,104037837.16666667,38907123.766666666,88007829.66666667,12002831.033333333
2019-12-08,110032444.96666667,111810479.83333333,58587319.53333333,466721321.96666664,97068830.93333334,50466275.43333333,374596686.53333336,203447314.3,177741811.3,120971492.56666666,63042762.300000004,49806196.86666667,93473867.9,97315627.43333334,25610614.233333334,91579886.8,100867860.36666666,163819258.46666667,89053643.16666666,36721838.666666664,105517831.3,17283388.666666668,52922330.0,30124222.466666665,36673114.733333334,247975202.5,183075349.83333334,203107068.26666668,76530104.23333333,60305993.53333333,205415622.86666667,13795437.6,98428479.93333334,15865283.6,136631040.63333333,484455283.5,45908914.46666666,10145214.766666666,152273525.8,104418000.03333333,38963694.233333334,87872002.23333333,12040563.066666668
2019-12-15,108528456.4,110395320.6,58035927.199999996,461461505.5,97765963.30000001,49935384.199999996,370622457.90000004,200972764.70000002,177846809.0,120252020.6,63146271.7,49474511.599999994,92535178.4,96959218.10000001,25869598.5,90575816.0,101028460.6,162990876.20000002,89138966.1,35860883.0,104799080.19999999,16919654.0,52516063.9,30115313.599999998,36401029.0,247147491.1,180282479.1,202276981.0,75511948.5,59979190.9,205556319.6,13660736.299999999,97227123.6,16064025.0,135249583.29999998,481564975.9,45535737.199999996,10100359.299999999,151159938.0,104798162.9,39020264.7,87736174.8,12078295.100000001
2019-12-22,116541575.0,117291973.5,61147230.4,491464690.1,102108204.1,52849555.1,392523627.2,216037052.2,191928058.0,128150634.2,67258272.9,52416567.0,97877582.7,100853710.19999999,26726614.7,97500111.89999999,106502083.1,177117116.60000002,97405941.7,37353845.0,112573326.8,18450498.0,54479449.6,32255625.2,39343626.6,255211106.1,202939686.0,214289030.89999998,79011299.7,65582615.4,213752119.9,14871015.3,106241374.7,16742200.5,143837603.7,507804111.7,50629210.900000006,10840313.100000001,163692374.70000002,113080402.6,39733872.0,94516988.0,12814748.4
2019-12-29,106949922.2,108536780.4,58290655.300000004,446846318.6,91828009.4,51807783.800000004,383971631.40000004,198566369.5,171748546.2,119937600.9,59575156.3,48921431.3,92581514.5,90497588.9,25243164.8,92797309.60000001,100487052.2,164138401.5,85599586.1,35853471.0,104085174.3,33473866.1,51213463.6,30736142.0,35439724.7,248394540.0,179605853.79999998,199101095.5,74528180.6,58675368.800000004,203141883.7,14479431.0,97728797.2,15095224.799999999,136181225.5,467525421.5,45035394.4,11284136.8,151352892.8,100706539.0,37371772.0,86541497.0,11653245.299999999
2020-01-05,116651493.0,118349205.6,61187919.900000006,488089629.5,98316102.4,49149288.9,418283543.5,210589114.6,177994077.1,122128860.2,64202566.4,49739278.5,96896522.89999999,100284981.89999999,25700047.299999997,90814110.0,100072372.9,160937017.5,87428013.6,74436057.9,106212848.6,34374961.699999996,57088407.1,29922101.6,38713023.1,243570108.0,191518854.6,207137431.1,82141565.8,64230389.699999996,200422699.6,14290557.4,102674942.3,15685228.6,139507290.70000002,492419825.5,46708924.0,10321603.4,158527801.4,107477573.0,41365081.5,87040925.9,12575446.3
2020-01-12,120522113.9,123994824.2,61173664.6,517917262.5,97188915.5,49676493.300000004,418301136.4,222344498.5,179673231.6,126201511.10000001,65694280.5,49731547.3,97721871.5,104994962.30000001,26208035.599999998,92795121.60000001,101437846.3,169836316.3,90227673.6,75112490.9,108363218.69999999,34888717.800000004,57755196.8,31051551.900000002,39125373.900000006,242029203.0,206272025.4,212163691.70000002,81182719.6,65902982.5,205040628.2,14239756.5,108607870.5,15798140.6,146919256.4,499850543.9,47922674.199999996,10550546.1,165112481.29999998,108548730.0,40916620.5,88525014.2,12429955.8
2020-01-19,105904865.60000001,110294021.9,56718755.8,439475031.59999996,93556020.80000001,49862781.1,379065263.20000005,199106822.2,169757178.3,118935093.8,59727419.5,45970257.6,89904459.0,93011763.9,26100869.5,88445894.3,103176943.69999999,163068416.8,83780774.39999999,70297794.5,99197303.0,31776463.8,51146175.8,31135065.5,36269988.6,247951897.4,182962942.3,201220135.8,75239593.2,56795066.3,203680243.0,13821908.9,96976761.3,14677693.299999999,133174599.8,461142927.40000004,42668744.5,10459226.4,145982251.8,99153199.0,37593550.300000004,82278527.2,11686722.600000001
2020-01-26,106265736.60000001,109185129.2,55036033.800000004,450336277.4,91933086.7,45722598.3,368781893.7,193934424.7,165295901.2,111034723.3,58551028.8,45578142.0,87337779.19999999,88883700.1,23671917.2,85581662.7,93592336.2,155634421.4,83457389.3,68431295.69999999,94975743.10000001,31558750.2,52519403.0,27847796.599999998,36273269.0,224104617.29999998,179715822.29999998,185511872.5,72603774.6,58377816.9,182683922.39999998,13665331.0,93453835.0,14904569.6,128870419.0,452238816.5,43123444.6,10013202.4,144337569.20000002,99473246.3,37000482.7,83227978.60000001,11777731.7
2020-02-02,108358279.6,115328264.30000001,58093735.4,467920812.5,96637421.6,47694238.800000004,384924916.40000004,200642375.6,171263874.5,116658531.60000001,60863494.800000004,48454429.7,90383282.10000001,93133150.60000001,24839107.4,87410693.1,98287115.3,158579174.5,86519041.4,70528160.1,102451507.1,33877398.800000004,53906523.800000004,29896449.0,37201589.2,240088802.60000002,186628119.5,194171999.4,76740453.69999999,60557263.2,192603194.7,13718696.899999999,97486877.19999999,15408969.8,132609604.0,471958589.5,46361418.8,10422771.200000001,150953056.5,104126832.2,37965136.9,83991229.89999999,12232546.5
2020-02-09,131945461.10000001,135907143.5,70280652.3,571725103.4,116777703.5,61118340.7,430782299.59999996,248666926.3,201691235.7,140146751.8,75647605.69999999,55336553.1,108364954.0,109735019.4,35887495.6,107791834.6,126577658.3,195412527.9,103683539.0,84643249.2,120643197.69999999,38613429.9,66665727.0,39238217.0,45176656.4,303165564.8,234057032.9,238840787.2,90586372.8,80871404.4,240341150.5,18638116.5,125876672.5,19718838.1,164098351.89999998,566934224.8,55710475.1,13621460.4,187624235.0,133188124.7,46797382.0,103478200.3,15876121.200000001
2020-02-16,107397612.3,110562941.7,56891695.800000004,446287373.4,93183876.7,45861184.4,394220223.2,196362471.10000002,166798754.79999998,115526770.7,60434569.3,46986707.2,88680139.7,94246834.10000001,25099315.0,87373770.2,95306386.9,159950055.9,84249164.1,68943574.5,99080113.19999999,32815302.1,51464698.3,29302520.5,35944339.6,232977877.4,180716589.6,193373326.8,76079558.6,56802263.9,190861364.0,13245522.0,98121231.8,15171291.6,129634554.39999999,458900855.09999996,43844393.8,10251653.0,148167205.1,97362062.8,37831285.0,84046257.3,11769943.4
2020-02-23,107801054.30000001,110993229.1,55979415.7,454404243.0,92341806.10000001,47425737.0,399232704.2,194551781.8,169047636.1,117564244.7,60677983.699999996,47027994.0,89359544.7,92767324.9,25238851.599999998,88053306.19999999,96000960.1,160533881.5,85538889.4,67299689.1,99512942.89999999,32997893.5,51884020.699999996,30183516.2,35819239.0,235085112.1,179535689.9,198453917.1,75792846.5,59501128.3,193068295.29999998,13451280.6,96624311.5,15018602.7,130792971.5,457236539.8,44119026.0,10627026.5,148804132.9,99950409.39999999,37679972.2,85512527.6,11856643.0
2020-03-01,117933592.6,122929012.85,60849158.75,488928920.8,98879226.65,50200268.65,407345560.35,213467168.65,179251355.9,124510172.7,66140352.0,51067726.8,97236521.3,101308884.15,26511129.95,91665411.44999999,100046095.5,166767923.3,92179129.7,73691846.7,108860494.15,35965154.1,57996656.3,31518300.6,39794116.0,244547798.35,198897200.35000002,211145138.45,82332214.4,66389252.15,203244896.1,14516366.95,106410449.5,16319603.1,143310295.2,497757057.35,48398015.2,10935701.2,162754652.7,109025693.15,41533172.2,91024845.45,12844269.600000001
2020-03-08,128066130.89999999,134864796.6,65718901.800000004,523453598.6,105416647.2,52974800.3,415458416.5,232382555.5,189455075.70000002,131456100.7,71602720.3,55107459.6,105113497.89999999,109850443.4,27783408.3,95277516.69999999,104091230.9,173001965.10000002,98819370.0,80084004.30000001,118208045.4,38932414.7,64109291.9,32853085.0,43768993.0,254010484.6,218258710.8,223836359.79999998,88871582.3,73277376.0,213421496.9,15581453.299999999,116196587.5,17620603.5,155827618.9,538277574.9,52677004.4,11244375.899999999,176705172.5,118100976.9,45386372.2,96537163.30000001,13831896.200000001
2020-03-15,132632134.0,139557887.4,69299261.8,594467896.6999999,117149278.4,59045572.400000006,501395271.90000004,248795257.3,219442898.5,139416011.3,72534465.1,56199275.699999996,108537872.80000001,121196144.8,28773985.9,111894147.4,122297192.4,193774522.8,98503915.5,80995358.8,119199349.2,39516368.699999996,66151205.8,35697444.5,46004343.199999996,290204863.6,232460480.1,240524149.5,90347233.9,72106967.8,238885113.6,16069507.9,121301348.0,17515040.0,158684644.20000002,587593531.4,55451153.400000006,11435654.3,188754727.9,121698993.39999999,46329093.2,99213110.60000001,13765268.6
2020-03-22,127145065.2,135979843.39999998,66672577.7,514100498.90000004,104354542.8,57791337.2,456728427.6,232566669.9,199431897.8,138751371.1,69277941.60000001,56741186.099999994,106471732.8,111529226.7,28465732.8,106607340.3,118886720.10000001,183042983.89999998,100365403.9,83519431.3,121451833.8,37334582.4,61176731.099999994,35486245.0,42466993.2,288087082.90000004,214675669.5,228133662.0,88597026.2,70139254.89999999,228595535.3,17031395.099999998,115236524.10000001,16883065.700000003,153445821.0,553455242.6999999,50908406.0,11830940.5,176342493.4,119323648.7,45742605.0,99225508.8,13280267.9
2020-03-29,116657084.0,119847336.0,59930918.1,465090389.20000005,94075698.0,49852833.0,415475921.7,214214934.0,165303611.3,117694236.2,62548450.9,49573935.0,93433675.60000001,97224311.9,25032203.3,92700909.89999999,100640613.5,159059103.79999998,89170024.9,72978266.80000001,104915820.3,33896980.800000004,53269142.9,30528128.3,38029662.4,240171904.5,198659312.4,199404366.3,80631132.8,62638431.3,198403019.4,14606409.6,105584122.2,15718331.4,140061173.70000002,498719329.1,47066271.4,10444062.100000001,161690146.10000002,105643795.6,39704239.6,85948011.0,12158058.200000001
2020-04-05,125185357.0,126176636.65,63890628.2,510010943.0500001,100219985.0,52497094.55,410305675.2,225916413.0,176075114.5,125100912.15,64809006.3,51126823.2,99623264.05000001,107259417.5,26614412.65,95780565.15,104816385.15,165208236.0,89653627.80000001,78520668.45000002,110100631.05,34987207.85,57509125.0,31726514.6,40230358.9,252296937.25,208855243.95,213514853.8,84483503.1,66687094.449999996,209081102.8,15136354.6,111988727.4,16163092.100000001,149573491.15,527356459.0,48771913.599999994,10921213.150000002,168953617.60000002,109234516.9,42482922.0,88201690.0,12997624.45
2020-04-12,133713630.0,132505937.30000001,67850338.3,554931496.9000001,106364272.0,55141356.099999994,405135428.7,237617892.0,186846617.70000002,132507588.1,67069561.7,52679711.4,105812852.5,117294523.10000001,28196622.0,98860220.4,108992156.8,171357368.2,90137230.7,84063070.10000001,115285441.8,36077434.9,61749107.1,32924900.9,42431055.4,264421970.0,219051175.5,227625341.3,88335873.4,70735757.6,219759186.20000002,15666299.6,118393332.60000001,16607852.8,159085808.6,555993588.9,50477555.8,11398364.200000001,176217089.1,112825238.2,45261604.4,90455369.0,13837190.7
2020-04-19,117742073.2,125902822.2,62510706.4,499937571.79999995,99657929.5,50759622.7,406314240.9,218540152.1,187133888.70000002,127241009.2,67003318.199999996,53915809.4,99475278.89999999,102183590.7,27337984.6,96380380.8,101856765.6,167545769.4,95089557.2,74645567.5,115367891.3,37040343.4,57376305.4,32103743.099999998,41407812.9,248987202.7,204203390.2,213052314.5,83048164.10000001,68700500.5,209189861.60000002,13908239.3,108156429.6,16578223.2,147343447.0,511736396.4,49273340.1,10470686.4,166221230.20000002,113724188.0,42088578.6,94645462.6,12815882.5
2020-04-26,118114595.0,127294783.0,63303777.0,511961312.5,100031056.1,48865178.300000004,403638588.4,218926836.5,182357647.7,126769642.9,67021798.9,53151527.1,98793975.89999999,102360001.9,25890805.6,93906193.4,97588682.7,168937387.2,93791800.3,74321523.5,113425514.4,37244983.3,59408862.8,30844385.2,40566801.800000004,244370860.1,203758326.60000002,209183034.29999998,83200719.60000001,67450879.60000001,203316194.0,14217015.9,108820075.2,16518924.0,146800271.3,515487729.8,50139846.6,10511675.1,166146355.1,109935674.8,41845670.5,93598195.9,13110749.100000001
2020-05-03,104239954.19999999,109641290.89999999,56942259.1,450124199.0,93858490.4,51480724.699999996,384552790.5,193036456.1,167140896.9,115775164.10000001,59067695.9,47926649.0,91668506.5,89999954.0,25024726.400000002,88313854.0,98080455.9,160060281.0,84911771.6,68052452.1,100260344.0,32423171.6,54213053.1,30026948.7,35901902.0,245424005.29999998,178890817.79999998,194707669.4,74745582.4,59870249.199999996,196391974.4,14508723.1,96859134.19999999,14584980.399999999,133107420.39999999,452390588.70000005,42867211.099999994,11286677.0,152001836.8,101422957.2,39515529.5,83982215.3,11764975.1
2020-05-10,130837106.20000002,135058046.6,70100999.05,537680536.3,110273259.45000002,59126649.25,431394130.79999995,238969426.55,203630116.55,139523917.2,73356323.0,56740774.55,108381799.05,111523348.75,31044714.6,105033260.5,115101255.45,193372392.8,100196654.25,82972846.19999999,123233253.1,40421937.349999994,63778841.7,36192727.8,44582014.8,287528854.55,221550136.4,239188930.6,91459979.0,72250371.45,231483327.89999998,17781038.0,121147237.55000001,18728449.85,160991358.85,545872159.95,53355483.95,12544570.549999999,183233587.39999998,116921297.0,47193267.900000006,103228045.80000001,14781847.7
2020-05-17,130340051.0,130942704.6,67059258.8,506672447.79999995,106926595.6,53808717.8,418764433.3,239786256.29999998,192199667.6,134296407.5,70218530.0,55211389.8,105373534.0,109640845.5,29233512.7,98558236.8,107763998.0,179738021.3,99939396.6,81316607.2,119008041.2,38077722.5,61020764.4,34103279.300000004,43271032.3,258711535.8,221743633.29999998,225003095.3,86966075.6,69490828.5,219999445.9,15895281.5,118588431.10000001,17720866.200000003,158429364.3,542776799.5,52220029.0,11248781.3,175645454.60000002,117697089.2,45314230.4,100460330.80000001,13754300.0
2020-05-24,134708618.7,131535234.89999999,69534675.3,528426454.4,110779344.0,58935642.5,433358492.9,248894329.89999998,200253494.5,143051261.0,72411481.9,55036532.1,111736557.89999999,114631357.1,31587574.5,105278231.5,115031093.3,192231242.8,105025249.39999999,85387818.5,124723232.8,38957875.099999994,60459075.599999994,37866614.699999996,44427197.8,290287214.2,226324934.60000002,240369773.20000002,89019568.89999999,71299206.3,234224919.10000002,16903671.8,122171669.0,18289916.900000002,165753716.29999998,579200968.3000001,53426619.8,12564024.600000001,181602898.79999998,120918669.30000001,47497210.300000004,104290444.69999999,14021483.5
2020-05-31,129887876.9,131413795.10000001,67420352.5,525499508.9,106394738.1,56522796.2,425634982.7,235973653.8,194605742.4,138437085.70000002,69696598.8,54431344.4,108405878.7,109870800.8,30695405.900000002,103364484.5,114382691.5,186690850.39999998,100116563.2,83005767.8,119399493.0,37065928.0,61455633.7,37102777.1,42166290.9,275277516.79999995,220754539.10000002,236247660.7,86013312.39999999,73202192.69999999,225286540.6,17519944.1,118551509.10000001,17591968.3,160317261.9,544491664.1999999,52132626.7,12529765.9,180652170.4,119281232.4,47049172.6,102166025.1,14228463.799999999
2020-06-07,129179305.23333333,132060866.81666668,67340794.53333333,536489595.0333333,107924736.91666666,55995353.18333334,412126155.5333333,233345765.85000002,193779745.53333333,136645567.7,70327639.73333333,54748130.46666667,106807650.06666666,111062898.8,29951610.25,101134201.44999999,112790575.85,183883927.75,98798125.75,82460007.6,118985148.18333334,37556541.08333333,61597877.983333334,35721007.66666667,42642439.68333334,271555035.6833333,219983312.88333333,230856954.73333332,87679967.23333332,72972660.89999999,223000945.71666667,16854377.666666668,116995386.58333334,17769023.8,158910838.15,547174198.4833333,51857813.6,12030458.15,178303257.8,119023086.15,46245649.5,99617633.69999999,14266918.483333332
2020-06-14,128470733.56666666,132707938.53333335,67261236.56666666,547479681.1666666,109454735.73333333,55467910.166666664,398617328.3666666,230717877.9,192953748.66666666,134854049.7,70958680.66666667,55064916.53333333,105209421.43333334,112254996.8,29207814.599999998,98903918.39999999,111198460.19999999,181077005.1,97479688.3,81914247.39999999,118570803.36666667,38047154.166666664,61740122.26666667,34339238.233333334,43118588.46666667,267832554.56666663,219212086.66666666,225466248.76666665,89346622.06666666,72743129.1,220715350.83333334,16188811.233333334,115439264.06666666,17946079.3,157504414.4,549856732.7666667,51583000.5,11531150.4,175954345.20000002,118764939.90000002,45442126.4,97069242.3,14305373.166666666
2020-06-21,133712552.30000001,134529099.4,70943346.3,539820647.4,111039373.0,57546803.199999996,430682945.8,239868510.7,202414362.8,143264040.20000002,72152020.7,57777801.300000004,108919624.39999999,115258587.7,33461790.099999998,104003905.8,117600667.1,199111018.0,104235251.2,85725634.5,125519532.60000001,39112314.4,63040337.3,38284286.800000004,45995632.2,283288685.2,221508792.7,237637395.5,90904541.5,73685177.5,227804731.5,17104333.0,119479061.9,19448822.2,162441172.0,575978458.1999999,53991955.400000006,12877303.4,177589600.8,120673195.0,45134452.0,104650455.60000001,14818330.1
